Serial Number,UDID,Asset ID,Cover Tag,Location,Technician,Time Scanned,Owner,Returned
GY29347YVF,,12579-242657,,,,,FLEX IT,
J1WCYGQQGR,,12579-242735,,,,,FLEX IT,
CP47WRV9VQ,,12915-243685,3821,cardiff@moderndemocracy.com,parisa,2024-06-25 14:57:18.800395,FLEX IT,2024-07-12 10:30:22.206660
GYYJG6CXPP,,12579-238572,414,fenland@moderndemocracy.com,diana,2024-06-13 10:05:28.805996,FLEX IT,2024-07-09 13:47:12.166479
KQ4P0012KL,,12579-238649,1347,rother@moderndemocracy.com,vilte,2024-06-14 12:08:17.027953,FLEX IT,2024-07-10 10:43:47.339985
M1YV4XC9H6,,12579-242758,1156,colchester@moderndemocracy.com,diana,2024-06-13 15:41:11.437721,FLEX IT,2024-07-09 15:10:36.275492
TG9H3H6MQF,,12579-242750,877,brentwood@moderndemocracy.com,parisa,2024-06-13 11:19:24.770012,FLEX IT,2024-07-09 15:00:33.466485
W73VKY2275,,12579-238582,993,bolsover@moderndemocracy.com,vilte,2024-06-13 12:41:27.849713,FLEX IT,2024-07-11 11:57:53.303562
CLY60T43VD,,12915-243871,854,tamworth@moderndemocracy.com,vilte,2024-06-13 10:58:20.160278,FLEX IT,2024-07-11 13:42:14.462283
CX442JM7PH,,12915-244024,857,brentwood@moderndemocracy.com,vilte,2024-06-13 10:56:54.768769,FLEX IT,2024-07-09 14:58:27.183269
D12JYQC9LF,,12915-244177,1607,reigate@moderndemocracy.com,vilte,2024-06-14 10:01:26.608530,FLEX IT,2024-07-11 10:42:44.929121
DH9Y25LXG3,,12915-244181,382,threerivers@moderndemocracy.com,diana,2024-06-13 09:48:17.296155,FLEX IT,2024-07-11 16:10:15.436684
FV7H52RXDN,,12915-243872,1533,midsussex@moderndemocracy.com,parisa,2024-06-13 15:22:24.610521,FLEX IT,2024-07-11 09:56:53.902990
HT9YFQV6TP,,12915-244180,830,peterbourough@moderndemocracy.com,vilte,2024-06-13 10:39:58.838516,FLEX IT,2024-07-09 14:32:03.282740
J04W46D74M,,12915-244025,1002,brentwood@moderndemocracy.com,vilte,2024-06-13 12:54:29.080153,FLEX IT,2024-07-09 14:56:57.019898
KV2H3X116P,,12915-243873,1240,horsham@moderndemocracy.com,vilte,2024-06-14 10:23:57.460564,FLEX IT,2024-07-11 11:12:58.489172
LT1YKQ29P9,,12915-243870,855,tamworth@moderndemocracy.com,vilte,2024-06-13 10:57:48.704788,FLEX IT,2024-07-11 13:29:23.103024
N75LQ1XKC0,,12915-244029,444,fenland@moderndemocracy.com,diana,2024-06-13 10:20:06.735169,FLEX IT,2024-07-09 13:47:54.318849
NRY69WHD6V,,12915-244183,852,tamworth@moderndemocracy.com,vilte,2024-06-13 10:59:16.890356,FLEX IT,2024-07-11 13:27:59.464314
P404X93GT9,,12915-243886,1362,rother@moderndemocracy.com,vilte,2024-06-14 13:16:11.625102,FLEX IT,2024-07-10 10:43:26.231370
P6JV4RXJ9V,,12915-243865,1117,lichfield@moderndemocracy.commehdi,diana,2024-06-13 15:04:13.285890,FLEX IT,2024-07-11 12:25:44.825707
PYGQ3MPMJL,,12915-244179,829,peterbourough@moderndemocracy.com,vilte,2024-06-13 10:40:27.556836,FLEX IT,2024-07-09 14:29:57.978055
R3L9L203YM,,12915-244178,922,rochford@moderndemocracy.com,parisa,2024-06-13 11:49:43.605565,FLEX IT,2024-07-09 15:27:32.074186
TN44R2N92D,,12915-244030,853,tamworth@moderndemocracy.com,vilte,2024-06-13 10:58:44.479660,FLEX IT,2024-07-11 13:42:11.136190
XD7G23J7PD,,12915-244026,416,fenland@moderndemocracy.com,diana,2024-06-13 10:06:14.755772,FLEX IT,2024-07-09 13:48:55.834328
YCVYJMC90R,,13091-237212,,,,,FLEX IT,
TG4RQPX6PV,,12579-242797,,,,,FLEX IT,
YRPH934WF5,,12910-243017,,,,,FLEX IT,
CVPHFCPHR2,,12579-238205,1817,spelthorne@moderndemocracy.com,diana,2024-06-19 17:10:41.767744,FLEX IT,2024-07-11 16:44:17.709388
CW35X4G2XH,,12579-238729,2714,chorley@moderndemocracy.com,diana,2024-06-21 08:58:24.382060,FLEX IT,2024-07-09 15:48:30.428803
DGWRMVK66P,,12579-237452,2656,valeofglamorgan@moderndemocracy.com,diana,2024-06-20 16:26:24.501037,FLEX IT,2024-07-12 10:01:56.980767
DR7TWG9Q3G,,12579-238643,2666,neath@moderndemocracy.com,diana,2024-06-20 16:45:33.555503,FLEX IT,2024-07-12 15:42:24.041750
F3DLJW14VP,,12579-238583,1934,southoxfordshire@moderndemocracy.com,parisa,2024-06-20 14:56:50.266930,FLEX IT,2024-07-10 11:14:13.729768
F795676R4M,,12579-238736,2639,valeofglamorgan@moderndemocracy.com,diana,2024-06-20 16:07:58.276288,FLEX IT,2024-07-12 10:02:20.334613
G2TH4V53W1,,12579-238576,2670,neath@moderndemocracy.com,diana,2024-06-20 16:42:29.767343,FLEX IT,2024-07-12 15:41:04.311593
G4CWR6L24R,,12579-238571,2701,neath@moderndemocracy.com,diana,2024-06-20 17:02:43.008409,FLEX IT,2024-07-12 15:42:09.804018
GH4F52R39D,,12579-238521,1919,southoxfordshire@moderndemocracy.com,parisa,2024-06-20 14:45:16.205744,FLEX IT,2024-07-10 11:15:29.977936
HW4DN2Q1F9,,12579-238690,1992,neath@moderndemocracy.com,parisa,2024-06-20 16:54:41.328491,FLEX IT,2024-07-12 15:43:27.876802
K4Y0T52323,,12579-238551,2657,neath@moderndemocracy.com,diana,2024-06-20 16:45:03.033848,FLEX IT,2024-07-12 15:42:38.543398
KJ2DFYX0KL,,12579-238505,2618,neath@moderndemocracy.com,diana,2024-06-20 15:46:47.757596,FLEX IT,2024-07-12 15:40:03.730050
KT2YYWKY67,,12579-238708,2710,neath@moderndemocracy.com,diana,2024-06-20 17:25:15.044115,FLEX IT,2024-07-12 15:43:29.595864
LXFC2CQ655,,12579-238597,2626,neath@moderndemocracy.com,diana,2024-06-20 15:43:36.492567,FLEX IT,2024-07-12 15:38:38.931967
M6VYYX9XRF,,12579-238545,2705,neath@moderndemocracy.com,diana,2024-06-20 17:27:11.162428,FLEX IT,2024-07-12 15:39:29.925664
MG2H7TX0J1,,12579-238718,2677,neath@moderndemocracy.com,diana,2024-06-20 17:13:43.932038,FLEX IT,2024-07-12 15:42:59.675221
MXMR9V6X12,,12579-238712,1965,valeofglamorgan@moderndemocracy.com,parisa,2024-06-20 15:51:19.603728,FLEX IT,2024-07-12 10:02:47.859114
PD2DM4Q2DH,,12579-238696,2283,rhmaidendheadwindsor@moderndemocracy.cc,diana,2024-06-19 15:48:08.002050,FLEX IT,2024-07-10 16:28:55.388458
QVJ00WHM7M,,12579-238566,2495,elmbridge@moderndemocracy.com,diana,2024-06-20 10:09:09.764863,FLEX IT,2024-07-11 11:41:54.742992
R99X159KX1,,12579-237460,2594,southoxfordshire@moderndemocracy.com,diana,2024-06-20 15:12:07.654687,FLEX IT,2024-07-10 11:13:40.310983
C4T7X457F5,,12579-222646,1923,southoxfordshire@moderndemocracy.com,parisa,2024-06-20 14:29:36.607112,FLEX IT,2024-07-10 11:14:11.719901
CX7Y6XQ2T0,,12579-227961,2706,neath@moderndemocracy.com,diana,2024-06-20 17:26:41.895546,FLEX IT,2024-07-12 15:42:48.175799
D5QGV99022,,12579-228272,2691,neath@moderndemocracy.com,diana,2024-06-20 17:07:59.509136,FLEX IT,2024-07-12 15:42:54.861188
DF39M457Y3,,12579-231275,1931,southoxfordshire@moderndemocracy.com,parisa,2024-06-20 15:01:07.941182,FLEX IT,2024-07-10 11:15:34.084046
DQ17MXKRF9,,12579-228298,2335,thurrock@moderndemocracy.com,diana,2024-06-19 16:35:12.420742,FLEX IT,2024-07-10 15:38:12.500277
F7NTQWPGVH,,12579-222782,2448,spelthorne@moderndemocracy.com,diana,2024-06-20 09:03:29.084699,FLEX IT,2024-07-11 16:45:27.929254
G622653QHR,,12579-222525,2570,southoxfordshire@moderndemocracy.com,diana,2024-06-20 14:38:25.224832,FLEX IT,2024-07-10 11:14:48.309822
G9PMXRGV66,,12579-227934,2336,thurrock@moderndemocracy.com,diana,2024-06-19 16:34:51.256797,FLEX IT,2024-07-10 15:39:06.731760
GFNJTQ47DQ,,12579-222682,2713,neath@moderndemocracy.com,diana,2024-06-20 17:24:05.391824,FLEX IT,2024-07-12 15:41:42.418349
K37RMWWHQJ,,12579-222699,2671,chorley@moderndemocracy.com,diana,2024-06-20 16:42:04.643437,FLEX IT,2024-07-09 15:51:27.729350
KH9NJG73Q5,,12579-231260,2603,southoxfordshire@moderndemocracy.com,diana,2024-06-20 15:17:58.642269,FLEX IT,2024-07-10 11:15:39.749488
M2HQN44700,,12579-222549,2593,southoxfordshire@moderndemocracy.com,diana,2024-06-20 15:12:35.137047,FLEX IT,2024-07-10 11:13:36.612252
M4MN4227VV,,12579-222871,2574,southoxfordshire@moderndemocracy.com,diana,2024-06-20 14:36:20.630138,FLEX IT,2024-07-10 11:14:31.071508
MXWD6NPMY5,,12579-222844,2693,neath@moderndemocracy.com,diana,2024-06-20 17:06:58.078047,FLEX IT,2024-07-12 15:42:12.075609
NW3LR0031M,,12579-222622,2715,chorley@moderndemocracy.com,diana,2024-06-21 08:58:45.697686,FLEX IT,2024-07-09 15:49:11.394508
P4P6K5CWCN,,12579-227998,2637,valeofglamorgan@moderndemocracy.com,diana,2024-06-20 16:25:58.155129,FLEX IT,2024-07-12 10:02:05.281871
Q033DW6RM0,,12579-227986,2732,chorley@moderndemocracy.com,diana,2024-06-21 09:05:28.002152,FLEX IT,2024-07-09 15:49:30.688604
Q9QFV20Y6L,,12579-222490,2573,southoxfordshire@moderndemocracy.com,diana,2024-06-20 14:36:51.236591,FLEX IT,2024-07-10 11:16:26.616324
QJ4QDQQ9DL,,12579-231281,2447,spelthorne@moderndemocracy.com,diana,2024-06-20 09:03:53.341196,FLEX IT,2024-07-11 16:45:53.438599
T092PL6VTX,,12579-222748,2708,neath@moderndemocracy.com,diana,2024-06-20 17:25:58.698716,FLEX IT,2024-07-12 15:42:17.557384
TGH4QWLK95,,12579-228324,2638,valeofglamorgan@moderndemocracy.com,diana,2024-06-20 16:08:18.453304,FLEX IT,2024-07-12 10:00:00.573890
TYXNLX27W9,,12579-222475,1807,spelthorne@moderndemocracy.com,diana,2024-06-19 16:53:31.956955,FLEX IT,2024-07-11 16:43:34.940004
V3WWMC9DF2,,12579-222984,2605,southoxfordshire@moderndemocracy.com,diana,2024-06-20 15:16:24.771593,FLEX IT,2024-07-10 11:13:57.932108
V5X4HGMXPJ,,12579-222941,1991,neath@moderndemocracy.com,parisa,2024-06-20 16:57:45.246883,FLEX IT,2024-07-12 15:43:03.072161
XQH71F221V,,12579-222754,2279,rhmaidendheadwindsor@moderndemocracy.cc,diana,2024-06-19 15:47:24.884684,FLEX IT,2024-07-10 16:32:32.786162
Y7NVHH3444,,12579-222621,1806,spelthorne@moderndemocracy.com,diana,2024-06-19 16:54:36.787649,FLEX IT,2024-07-11 16:45:31.921007
YN20H6NV61,,12579-222747,2704,neath@moderndemocracy.com,diana,2024-06-20 17:27:32.342832,FLEX IT,2024-07-12 15:39:00.489559
VVQRJPJ2LX,,12579-238562,1924,southoxfordshire@moderndemocracy.com,parisa,2024-06-20 14:28:03.732671,FLEX IT,2024-07-10 11:15:11.305735
WJHX31WGFQ,,12579-238731,2664,neath@moderndemocracy.com,diana,2024-06-20 16:46:25.930375,FLEX IT,2024-07-12 15:48:18.218894
Y6CWG6CM9X,,12579-238574,2475,rhmaidendheadwindsor@moderndemocracy.cc,diana,2024-06-20 09:16:42.574873,FLEX IT,2024-07-10 16:29:01.986697
YQ2HG9DFYM,,12579-238669,2604,southoxfordshire@moderndemocracy.com,diana,2024-06-20 15:17:37.294902,FLEX IT,2024-07-10 11:14:08.308520
FTG4V9MLXD,,12579-227954,2321,rhmaidendheadwindsor@moderndemocracy.cc,diana,2024-06-19 15:46:19.280285,FLEX IT,2024-07-10 16:28:18.034081
N2631KG569,,12579-228421,2672,southribble@moderndemocracy.com,diana,2024-06-20 16:41:38.372262,FLEX IT,2024-07-09 16:45:17.431293
PK91GVWLM2,,12579-228402,2606,southoxfordshire@moderndemocracy.com,diana,2024-06-20 15:15:52.496539,FLEX IT,2024-07-10 11:14:10.146220
HT646W6GKL,,12579-238600,2709,neath@moderndemocracy.com,diana,2024-06-20 17:25:35.534261,FLEX IT,2024-07-12 15:48:20.125216
L3CMXJ09JC,,12579-238502,2703,neath@moderndemocracy.com,diana,2024-06-20 17:27:59.887340,FLEX IT,2024-07-12 15:40:17.230754
TDCPXJ7216,,12579-227965,2678,neath@moderndemocracy.com,diana,2024-06-20 17:14:05.570371,FLEX IT,2024-07-12 15:39:23.067381
X9F16F22JQ,,12579-222923,2712,neath@moderndemocracy.com,diana,2024-06-20 17:24:30.529199,FLEX IT,2024-07-12 15:40:26.301558
XDWJ3W6D32,,12579-222596,2702,neath@moderndemocracy.com,diana,2024-06-20 17:28:30.646897,FLEX IT,2024-07-12 15:41:03.199464
Y2Q3CWV2QY,,12579-222945,1990,neath@moderndemocracy.com,parisa,2024-06-20 16:58:12.457792,FLEX IT,2024-07-12 15:42:32.603882
G7P9VCFYFP,,12579-228278,2707,neath@moderndemocracy.com,diana,2024-06-20 17:26:20.264017,FLEX IT,2024-07-12 15:42:15.771393
DY6YJ4352V,,12579-238546,2230,barking@moderndemocracy.com,diana,2024-06-19 14:47:22.796618,FLEX IT,2024-07-10 14:54:50.909373
FKF6Q6JGYG,,12579-238648,2188,thurrock@moderndemocracy.com,diana,2024-06-19 13:31:55.343574,FLEX IT,2024-07-10 15:36:41.063376
FNWL30NWR9,,12579-238717,2276,barking@moderndemocracy.com,diana,2024-06-19 14:51:28.398082,FLEX IT,2024-07-10 15:00:05.253038
G3K67R91QY,,12579-238645,2088,newham@moderndemocracy.com,diana,2024-06-19 11:01:26.175204,FLEX IT,2024-07-10 13:51:18.512005
GWQ16F4HWV,,12579-238209,2174,newham@moderndemocracy.com,diana,2024-06-19 12:03:12.639597,FLEX IT,2024-07-10 13:53:23.355403
HHWPYVFX71,,12579-238644,2095,newham@moderndemocracy.com,diana,2024-06-19 11:08:42.991399,FLEX IT,2024-07-10 13:51:44.879401
HKYQMT6M7L,,12579-238665,2175,newham@moderndemocracy.com,diana,2024-06-19 12:04:12.742340,FLEX IT,2024-07-10 13:54:33.431415
J92Y3CN2JN,,12579-238533,2178,newham@moderndemocracy.com,diana,2024-06-19 12:04:47.762486,FLEX IT,2024-07-10 13:53:32.053520
LC2Q4P72W7,,12579-238525,2237,barking@moderndemocracy.com,diana,2024-06-19 14:43:23.972353,FLEX IT,2024-07-10 15:00:06.821354
N5H32N24PW,,12579-238514,2085,newham@moderndemocracy.com,diana,2024-06-19 11:02:36.171354,FLEX IT,2024-07-10 13:50:03.322406
PN6GC46XHX,,12579-238661,2084,newham@moderndemocracy.com,diana,2024-06-19 11:02:55.394789,FLEX IT,2024-07-10 13:53:20.722441
DYHM7CPJC3,,12579-242751,2412,thurrock@moderndemocracy.com,diana,2024-06-19 17:13:54.827342,FLEX IT,2024-07-10 15:38:46.577752
F277TNW1DQ,,12579-228377,2285,rhmaidendheadwindsor@moderndemocracy.cc,diana,2024-06-19 15:43:21.254333,FLEX IT,2024-07-10 16:29:29.840986
F7THXCVJHY,,12579-227995,2405,thurrock@moderndemocracy.com,diana,2024-06-19 17:17:34.833006,FLEX IT,2024-07-10 15:36:16.718077
K9V2J3X4W4,,12579-222472,2411,thurrock@moderndemocracy.com,diana,2024-06-19 17:14:31.345829,FLEX IT,2024-07-10 15:37:30.622406
L5JLYH69H3,,12579-222920,2273,barking@moderndemocracy.com,diana,2024-06-19 14:48:44.087051,FLEX IT,2024-07-10 14:55:06.373598
QT4VN67HM9,,12579-222755,2160,newham@moderndemocracy.com,diana,2024-06-19 11:59:25.805207,FLEX IT,2024-07-10 13:54:15.071129
WWGWTQ6MXY,,12579-228259,1902,spelthorne@moderndemocracy.com,parisa,2024-06-20 10:53:23.476163,FLEX IT,2024-07-11 16:45:24.583973
XCX43H9FTF,,12579-204163,2234,barking@moderndemocracy.com,diana,2024-06-19 14:44:57.105708,FLEX IT,2024-07-10 14:58:34.311214
XWC9L52J0C,,12579-222478,2232,barking@moderndemocracy.com,diana,2024-06-19 14:46:12.205452,FLEX IT,2024-07-10 14:59:17.863997
YGWQKVWDLX,,12579-222741,2096,newham@moderndemocracy.com,diana,2024-06-19 11:08:21.171771,FLEX IT,2024-07-10 13:54:00.657158
LWP213XXGW,,12579-228352,2087,newham@moderndemocracy.com,diana,2024-06-19 11:01:49.712376,FLEX IT,2024-07-10 13:50:13.120687
P2DT93YWKG,,12579-228147,2364,thurrock@moderndemocracy.com,diana,2024-06-19 16:16:02.887153,FLEX IT,2024-07-10 15:35:37.849618
TGJYGGMKF4,,12579-228410,2229,barking@moderndemocracy.com,diana,2024-06-19 14:48:18.079247,FLEX IT,2024-07-10 14:59:11.213891
YQGGFCC4X3,,12579-228296,2233,barking@moderndemocracy.com,diana,2024-06-19 14:45:43.234941,FLEX IT,2024-07-10 14:59:16.110836
VQ6V7HGM0Y,,12579-238519,2206,barking@moderndemocracy.com,diana,2024-06-19 14:09:16.323335,FLEX IT,2024-07-10 14:58:18.194727
LPWD46LW3T,,12579-238619,2225,barking@moderndemocracy.com,diana,2024-06-19 13:58:52.216636,FLEX IT,2024-07-10 14:54:45.391785
LLXD4HKW6C,,LO78598,,,,,HI,
RQLQFY90YG,,20792,3070,swansea@moderndemocracy.com,parisa,2024-06-22 10:09:06.644254,O2,2024-07-09 17:14:10.790151
K3XT9X6LR6,,19408,3093,swansea@moderndemocracy.com,parisa,2024-06-22 09:59:12.332928,O2,2024-07-09 17:14:43.920572
MX213Q37XH,,20776,3084,swansea@moderndemocracy.com,parisa,2024-06-22 10:01:34.620197,O2,2024-07-09 17:14:34.005841
GVQYP2PL49,,20778,4035,torfaen@moderndemocracy.com,parisa,2024-06-25 17:46:21.966440,O2,2024-07-10 09:35:36.119500
QFR4PK7PRF,,20833,2832,swansea@moderndemocracy.com,diana,2024-06-22 10:49:02.034272,O2,2024-07-09 17:04:30.235724
GQHGVJXM36,,21197,2812,swansea@moderndemocracy.com,diana,2024-06-22 10:22:48.924266,O2,2024-07-09 17:02:55.028527
N3G6R40J5R,,19399,4046,torfaen@moderndemocracy.com,diana,2024-06-25 17:42:58.543558,O2,2024-07-10 09:37:09.354109
N7NC9KMXM7,,20852,3074,swansea@moderndemocracy.com,parisa,2024-06-22 10:29:49.693458,O2,2024-07-09 17:14:14.595788
DNQK2FJJ3F,,19330,3061,swansea@moderndemocracy.com,parisa,2024-06-22 10:46:36.028891,O2,2024-07-09 17:03:44.341740
THG6RQ2NG6,,20847,3083,swansea@moderndemocracy.com,parisa,2024-06-22 10:01:03.456700,O2,2024-07-09 17:05:58.604184
R0JM7T56N3,,24917,3082,swansea@moderndemocracy.com,parisa,2024-06-22 10:00:14.374419,O2,2024-07-09 17:14:05.885672
PXL5FKW5MH,,20795,3095,swansea@moderndemocracy.com,parisa,2024-06-22 10:05:15.653546,O2,2024-07-09 17:02:33.806559
PQDM21DYFV,,19362,3244,swansea@moderndemocracy.com,diana,2024-06-24 09:23:06.592397,O2,2024-07-09 17:05:07.092694
VHMV2J6CLP,,20784,2886,swansea@moderndemocracy.com,parisa,2024-06-24 09:11:57.711139,O2,2024-07-09 17:06:31.913145
R0JX4WPJF0,,20854,2873,swansea@moderndemocracy.com,parisa,2024-06-24 09:15:06.184869,O2,2024-07-09 17:02:14.960455
rx3jhg30k0,,20811,3165,swansea@moderndemocracy.com,parisa,2024-06-24 09:10:08.294279,O2,2024-07-09 17:01:45.759029
MQHP76K524,,19327,3239,swansea@moderndemocracy.com,diana,2024-06-24 09:16:58.863025,O2,2024-07-09 17:04:24.818445
FY7V92D2N1,,21196,2852,swansea@moderndemocracy.com,diana,2024-06-22 10:02:38.998631,O2,2024-07-09 17:14:17.920118
WJYWH5GQF3,,20846,3086,swansea@moderndemocracy.com,parisa,2024-06-22 10:16:42.807610,O2,2024-07-09 17:04:10.583377
VRH19VR9HD,,24908,3252,swansea@moderndemocracy.com,parisa,2024-06-24 09:22:12.382773,O2,2024-07-09 17:14:29.112222
RKYQDJVQT3,,20823,3214,swansea@moderndemocracy.com,diana,2024-06-24 09:10:56.669623,O2,2024-07-09 17:03:08.813760
H7WXF3F0WH,,24918,2878,swansea@moderndemocracy.com,parisa,2024-06-24 08:57:13.630344,O2,2024-07-09 17:02:28.154532
HYQ0XYCVV6,,19406,2850,swansea@moderndemocracy.com,diana,2024-06-22 10:02:07.677005,O2,2024-07-09 17:02:22.360483
WPY6XGKJWG,,20870,3255,swansea@moderndemocracy.com,parisa,2024-06-24 09:25:32.640134,O2,2024-07-09 17:06:14.373942
RWXKRX1QXK,,20875,2829,swansea@moderndemocracy.com,diana,2024-06-22 10:25:53.612520,O2,2024-07-09 17:03:47.810326
h644hyy3d6,,20786,3164,swansea@moderndemocracy.com,parisa,2024-06-24 08:58:48.252411,O2,2024-07-09 17:05:24.696502
K5290CMV43,,19402,3210,swansea@moderndemocracy.com,parisa,2024-06-24 09:27:14.258563,O2,2024-07-09 17:02:26.125279
CD23NW471L,,21198,3241,swansea@moderndemocracy.com,diana,2024-06-24 09:21:38.186955,O2,2024-07-09 17:01:59.614388
L7GQ9P52YR,,20865,2877,swansea@moderndemocracy.com,parisa,2024-06-24 08:55:59.885091,O2,2024-07-09 17:05:14.526583
PXQCN24CYN,,20813,3230,swansea@moderndemocracy.com,diana,2024-06-24 09:26:02.745928,O2,2024-07-09 17:06:29.876104
CY0JDV0HX9,,19365,3247,swansea@moderndemocracy.com,diana,2024-06-24 09:24:34.274564,O2,2024-07-09 17:04:54.873334
KV24K73J16,,19389,2872,swansea@moderndemocracy.com,parisa,2024-06-24 09:14:06.679803,O2,2024-07-09 17:04:05.967469
FHXQV4L5C3,,20775,2818,swansea@moderndemocracy.com,diana,2024-06-22 10:30:26.404590,O2,2024-07-09 17:05:11.469852
TLJJ3J4RDP,,19337,3237,swansea@moderndemocracy.com,diana,2024-06-24 09:30:54.492253,O2,2024-07-09 17:05:45.703414
CVQ6GH6L1J,,24906,3209,swansea@moderndemocracy.com,parisa,2024-06-24 09:26:46.917184,O2,2024-07-09 17:04:32.674168
f72kMr2ytg,,20770,2875,swansea@moderndemocracy.com,parisa,2024-06-24 09:11:09.999272,O2,2024-07-09 17:02:37.910984
KJYWYVHPM7,,20825,2844,swansea@moderndemocracy.com,diana,2024-06-22 10:50:14.991980,O2,2024-07-09 17:04:57.318358
N100M946GR,,20877,3257,swansea@moderndemocracy.com,parisa,2024-06-24 09:24:05.751570,O2,2024-07-09 17:14:42.483662
t2c764t54c,,20844,2823,swansea@moderndemocracy.com,diana,2024-06-22 10:41:23.623255,O2,2024-07-09 17:05:23.472539
WHD2FW9NDW,,19411,2874,swansea@moderndemocracy.com,parisa,2024-06-24 09:13:06.326230,O2,2024-07-09 17:03:56.789885
YXNKW9PG6G,,19388,2825,swansea@moderndemocracy.com,diana,2024-06-22 10:45:16.672743,O2,2024-07-09 17:06:10.317541
j4k56936rl,,20824,3087,swansea@moderndemocracy.com,parisa,2024-06-22 10:17:43.027772,O2,2024-07-09 17:03:12.252579
r6g9xh1j91,,20800,2853,swansea@moderndemocracy.com,diana,2024-06-22 10:04:12.214147,O2,2024-07-09 17:04:11.934113
KY73346G4G,,19341,2821,swansea@moderndemocracy.com,diana,2024-06-22 10:38:57.495485,O2,2024-07-09 17:03:10.341688
Y5LWTMWM3K,,19391,2854,swansea@moderndemocracy.com,diana,2024-06-22 10:00:34.376292,O2,2024-07-09 17:06:05.729978
GF70LQXNDF,,21199,2847,swansea@moderndemocracy.com,diana,2024-06-22 10:16:30.051203,O2,2024-07-09 17:06:28.931771
K29MXXYV9F,,20809,3224,torfaen@moderndemocracy.com,parisa,2024-06-24 09:32:41.293446,O2,2024-07-10 09:37:54.523008
P27LN7XC1Y,,19361,3235,swansea@moderndemocracy.com,diana,2024-06-24 09:29:33.523598,O2,2024-07-09 17:02:47.172974
d545f9t6vc,,20839,3232,swansea@moderndemocracy.com,diana,2024-06-24 09:27:12.476681,O2,2024-07-09 17:04:00.047922
P4006G5C3F,,19354,3236,swansea@moderndemocracy.com,diana,2024-06-24 09:30:13.577997,O2,2024-07-09 17:06:27.504522
VNYW517916,,20831,4062,torfaen@moderndemocracy.com,parisa,2024-06-25 17:58:10.946198,O2,2024-07-10 09:34:49.601475
G64W0WW07R,,20771,2858,swansea@moderndemocracy.com,diana,2024-06-22 09:59:08.540206,O2,2024-07-09 17:02:40.804179
V4Y30YWKY6,,21181,3211,swansea@moderndemocracy.com,parisa,2024-06-24 09:30:03.226748,O2,2024-07-09 17:05:01.881259
QXMQ6J2J3Y,,19346,3238,swansea@moderndemocracy.com,diana,2024-06-24 09:31:28.203442,O2,2024-07-09 17:03:23.682846
RV7RFXQG40,,20859,2855,swansea@moderndemocracy.com,diana,2024-06-22 10:01:20.901828,O2,2024-07-09 17:05:40.123919
X61J9RCJHQ,,19328,2810,swansea@moderndemocracy.com,diana,2024-06-22 10:49:43.098365,O2,2024-07-09 17:03:22.184483
XM16CRWVJF,,19335,2857,swansea@moderndemocracy.com,diana,2024-06-22 09:58:25.007173,O2,2024-07-09 17:06:11.598306
T90LHQ6LQ0,,19380,4056,torfaen@moderndemocracy.com,diana,2024-06-25 18:02:05.307008,O2,2024-07-10 09:33:35.025225
txrkf03n29,,20834,2816,swansea@moderndemocracy.com,diana,2024-06-22 10:31:02.944133,O2,2024-07-09 17:02:11.740765
J03FLK4R3T,,19378,4034,torfaen@moderndemocracy.com,parisa,2024-06-25 17:46:03.640086,O2,2024-07-10 09:35:07.252361
TH7XD25CXJ,,28514,3094,swansea@moderndemocracy.com,parisa,2024-06-22 10:11:52.681234,O2,2024-07-09 17:04:22.746758
F93X96W6D3,,28515,4043,torfaen@moderndemocracy.com,diana,2024-06-25 17:41:20.341242,O2,2024-07-10 09:33:39.781103
DTW4XWK5QJ,,28516,3085,swansea@moderndemocracy.com,parisa,2024-06-22 10:15:01.212141,O2,2024-07-09 17:04:35.268730
RHVH3GQJQF,,28517,2861,swansea@moderndemocracy.com,diana,2024-06-22 10:06:27.674192,O2,2024-07-09 17:04:46.158454
HRW04PX43P,,28518,3163,swansea@moderndemocracy.com,parisa,2024-06-24 09:16:10.837564,O2,2024-07-09 17:06:26.186054
DHXJM90H26,,28519,2811,swansea@moderndemocracy.com,diana,2024-06-22 10:29:51.832418,O2,2024-07-09 17:04:52.425670
DPWVF4KT71,,28520,4029,torfaen@moderndemocracy.com,parisa,2024-06-25 17:42:17.607531,O2,2024-07-10 09:37:07.048428
G70L0JQKJY,,28521,3212,torfaen@moderndemocracy.com,parisa,2024-06-24 09:30:40.974749,O2,2024-07-10 09:33:29.807373
F24P12LGC4,,28522,3251,swansea@moderndemocracy.com,parisa,2024-06-24 09:21:11.840866,O2,2024-07-09 17:02:09.818904
M7G9CQ2JLY,,28523,2851,swansea@moderndemocracy.com,diana,2024-06-22 10:03:35.333234,O2,2024-07-09 17:04:47.434153
JV2Y3N4N6M,,28524,3219,swansea@moderndemocracy.com,diana,2024-06-24 09:14:25.818813,O2,2024-07-09 17:05:21.585788
L3293TYH79,,28525,2849,swansea@moderndemocracy.com,diana,2024-06-22 10:17:39.476901,O2,2024-07-09 17:14:26.496716
JYQTQNP409,,28526,2836,swansea@moderndemocracy.com,diana,2024-06-22 10:29:18.199383,O2,2024-07-09 17:14:16.317901
JM7GY9WGHV,,28527,3090,swansea@moderndemocracy.com,parisa,2024-06-22 10:13:01.630431,O2,2024-07-09 17:04:15.688997
